"RSWKTag","url","language","year","title","publisher_city","publisher","singularTag","subject","schoollevel","titleAlt","author","schooltype"
"Geschichtsunterricht,Deutschland,Lehrmittel","http://gei-digital.gei.de/cms/ppnresolver/?PPN746267711","ger","1781","Geschichte der Deutschen","Leipzig","Weidmann und Reich",,"Geschichtsunterricht","Lehrmittel","Allgemeine Weltgeschichte für Kinder","Johann Matthias Schröckh",
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN68289172X","ger","1781","@A A a b c d e f ...","Rostock","Adler",,"Erstleseunterricht","Grundschule",,,"Grundschule"
"Realien,Deutschland,Lehrmittel","http://resolver.sub.uni-goettingen.de/purl?PPN656903813","ger","1781","@Historische, Physikalische und Moralische Unterhaltungen für Kinder beyderley Geschlechts zur Bildung des Verstandes und Herzens",,,,"Realien",,,,
"Realien,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN636170551","ger","1781","Auszug aus Torber Bergmanns physikalischen Erdbeschreibung","Leipzig","Weygand",,"Realien",,,"Gottfried Grosse",
"Geografieunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN789793083","ger","1780","Geographisches Lehrbuch für die ersten Anfänger, oder die unterste Klasse","Halle","Gebauer","[]","Geographieunterricht","Sekundarstufe 1","Neues Elementarwerk für die niedern Klassen lateinischer Schulen und Gymnasien",,"Gymnasium"
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN788655299","ger","1780","Neueingerichtetes Buchstabir- und Lesebuch zum Gebrauche der deutschen Schulen","Sulzbach","Seidel",,"Erstleseunterricht","Grundschule",,,
"Geschichtsunterricht,Deutschland,Lehrmittel","http://gei-digital.gei.de/cms/ppnresolver/?PPN746266812","ger","1780","Anfang der Neuern Geschichte","Leipzig","Weidmann und Reich",,"Geschichtsunterricht","Lehrmittel","Allgemeine Weltgeschichte für Kinder","Johann Matthias Schröckh",
"Geschichtsunterricht,Deutschland,Schulbuch","Digitalisierung","lat","1780","Eutropii @Breviarium Historiae Romanae Ad Valentem Augustum, ...","Frankfurt und Leipzig","Brönner",,"Geschichtsunterricht",,,"Eutropius 079465617",
"Online-Publikation,Erstleseunterricht,Grundschule,Deutschland,Schulbuch","Digitalisierung","wen","1780","Serbske Khatholske ABC Knischki","W Budéschiie","Winklera",,"Erstleseunterricht","Grundschule",,,
"Geschichtsunterricht,Deutschland,Lehrmittel","http://gei-digital.gei.de/cms/ppnresolver/?PPN746272367","ger","1779","Alte Geschichte","Leipzig","Weidmann",,"Geschichtsunterricht","Lehrmittel","Allgemeine Weltgeschichte für Kinder",,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN788617206","ger","1778","Neues ABC Buch","Nürnberg","Weigel",,"Erstleseunterricht","Grundschule",,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN788083244","ger","1778","Neue Methode, Kinder auf eine leichte und angenehme Weise Lesen zu lehren","Altona","Eckhardt",,"Erstleseunterricht","Grundschule",,,
"Realien,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN728146452","ger","1778","Schul-Büchlein zum Gebrauch der Schulen in der Grafschaft Rantzau","Elmshorn","Lundgren",,"Realien",,,,
"Geografieunterricht,Deutschland,Lehrmittel","Digitalisierung","ger","1778","Anleitung zur geographischen Kenntnis vom Chursachsen und denen darzu gehörigen Ländern","Dresden","HilscherscheBuchhandlung",,"Geographieunterricht",,,"Friedrich Wilhelm Köhler",
"Geografieunterricht,Frankreich,Lehrmittel","http://gei-digital.gei.de/cms/ppnresolver/?PPN719713943","ger","1778","Herrn Friedrich Osterwalds Historische Erdbeschreibung zum Nutzen deutscher Jugend eingerichtet","Straßburg","Bauer und Treuttel",,"Geographieunterricht",,,"Samuel Frédéric Ostervald",
"Geschichtsunterricht,Deutschland,Schulbuch,Online-Publikation","http://gei-digital.gei.de/cms/ppnresolver/?PPN653967055","ger","1778","Die @Politische Historie von Thüringen, Meißen und Sachsen","Leipzig","Holle",,"Geschichtsunterricht",,,"Michael Ranfft",
"Geografieunterricht,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN74644169X","ger","1777","Anleitung zur gründlichen und nützlichen Kenntniß der neuesten Erdbeschreibung, nach den brauchbarsten Landkarten, vornemlich zum Unterricht der Jugend verfertiget",,,,"Geographieunterricht","Sekundarstufe 1",,,
"Geografieunterricht,Frankreich,Lehrmittel","http://gei-digital.gei.de/cms/ppnresolver/?PPN719714060","ger","1777","1","Straßburg","Bauer und Treuttel",,"Geographieunterricht",,,"Samuel Frédéric Ostervald",
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN718091167","ger","1777","Elementarbuch für Kinder in deutschen Schulen","Blankenburg","Reußner",,"Erstleseunterricht","Grundschule",,"Friedrich Eberhard Boysen",
"Online-Publikation,Geschichtsunterricht,Grundschule,Deutschland,Schulbuch","Digitalisierung","ger","1777","Geschichte Dännemarks, Norwegens und Hollsteins in zweien Auszügen","Flensburg","Leipzig",,"Geschichtsunterricht","Grundschule",,"Peter Frederik Suhm",
"Online-Publikation,Geschichtsunterricht,Grundschule,Deutschland,Lehrbuch","Digitalisierung","ger","1777","Johann Matthias Schröckhs öffentlichen Lehrers der Geschichte zu Wittenberg Lehrbuch der allgemeinen Weltgeschichte zum Gebrauche bey dem ersten Unterrichte der Jugend","Berlin","Stettin",,"Geschichtsunterricht","Grundschule",,"Johann Matthias Schröckh",
"Erstleseunterricht,Grundschule,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN67773901X","ger","1777","Deutsches A B C","[S.l.]",,,"Erstleseunterricht","Grundschule",,,"Grundschule"
"Geografieunterricht,Grundschule,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN654578451","ger","1777",,"Göttingen","Dieterich",,"Geographieunterricht","Grundschule","@Geographie für Kinder","Georg Christian Raff",
"Realien,Grundschule,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN653974140","ger","1777","Kurzer Inbegrif aller Wissenschaften","Berlin","Stettin",,"Realien","Grundschule",,,
"Realien,Deutschland,Lehrbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN642928533","ger","1777","Lehr-Buch darin ein kurzgefaßter Unterricht aus verschiedenen philosophischen und mathematischen Wissenschaften, der Historie und Geographie gegeben wird","Berlin","Realschul-Buchhandlung",,"Realien",,,"Gotthilf Christian Reccard",
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch,Online-Publikation","http://gei-digital.gei.de/cms/ppnresolver/?PPN636172945","ger","1777","Johann Matthias Schröckhs öffentlichen Lehrers der Geschichte zu Wittenberg Lehrbuch der allgemeinen Weltgeschichte zum Gebrauche bey dem ersten Unterrichte der Jugend ; nebst einem Anhange der Sächsischen und Brandenburgischen Geschichte","Berlin und Stettin","Nicolai","[]","Geschichtsunterricht","Sekundarstufe 1",,"Johann Matthias Schröckh","Gymnasium"
"Geografieunterricht,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN746453914","ger","1776","Examen Geographicum. Das ist Auserlesene Fragen aus der Geographie, Deren Beantwortung aus einem jeden wohleingerichteten Geographischen Systemate mag genommen werden","Frankfurt","Leipzig",,"Geographieunterricht","Sekundarstufe 1",,,
"Religionsunterricht,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN653955413","ger","1776","Geschichte der Menschheit und der Religion in Erzählungen zur Unterweisung der Jugend","Berlin","Stralsund",,"Religionsunterricht",,,"Christoph Friedrich Conrad",
"Geografieunterricht,Grundschule,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN636756483","ger","1776","Geographie für Kinder","Göttingen","Dieterich",,"Geographieunterricht","Grundschule",,"Georg Christian Raff",
"Geschichtsunterricht,Sekundarstufe 1,Deutschland,Schulbuch,Online-Publikation","http://gei-digital.gei.de/cms/ppnresolver/?PPN684254107","ger","1775","Anleitung zur Universalhistorie","Halle","Waisenhaus",,"Geschichtsunterricht","Sekundarstufe 1",,"Johann Friedrich Lorenz",
"Realien,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN746697090","ger","1774",,"Breslau","Leipzig","[]","Realien","Sekundarstufe 1","Lehrbuch für Frauenzimmer",,
"Geschichtsunterricht,Deutschland,Schulbuch","Digitalisierung","ger","1774","Ludwig Adolph Baumanns, des neustadt-brandenburgischen Lycei Conrector kurzer Entwurf der Universalhistorie, zum Gebrauch der Jugend auf Schulen","Brandenburg","Halle",,"Geschichtsunterricht",,,"Ludwig Adolph Baumann",
"Sachunterricht,Volksschule,Schulbuch,Online-Publikation,Realien,Volksschule,Deutschland,Schulbuch","Digitalisierung","ger","1774","Unterweisung in den vornehmsten Künsten und Wissenschaften zum Nutzen der niedern Schulen","Leipzig","Hertel",,"Realien","Grundschule",,"Johann Christoph Adelung",
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch,Online-Publikation","http://gei-digital.gei.de/cms/ppnresolver/?PPN676504655","ger","1774","Johann Matthias Schröckhs öffentlichen Lehrers der Dichtkunst zu Wittenberg Lehrbuch der allgemeinen Weltgeschichte zum Gebrauche bey dem ersten Unterrichte der Jugend ; nebst einem Anhange der Sächsischen und Brandenburgischen Geschichte","Berlin","Stettin",,"Geschichtsunterricht","Sekundarstufe 1",,"Johann Matthias Schröckh","Gymnasium"
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN685605191","ger","1773","Neues A, B, C, Buch","Leipzig","Crusius",,"Erstleseunterricht","Grundschule",,"Christian Felix Weiße","Grundschule"
"Online-Publikation,Geschichtsunterricht,Sekundarstufe,Deutschland,Schulbuch","Digitalisierung","ger","1773","Johann Georg Essigs kurze Einleitung zu der allgemeinen und besondern Welthistorie","Stuttgart","Mezler",,"Geschichtsunterricht","Sekundarstufe 2",,"Johann Georg Essich",
"Online-Publikation,Geschichtsunterricht,Deutschland,Schulbuch","Digitalisierung","ger","1773","Kurzgefaßte Geschichte der Kuhrmark Brandenburg","Brandenburg","Halle",,"Geschichtsunterricht",,,"Ludwig Adolph Baumann",
"Geografieunterricht,Gymnasium,Deutschland,Schulbuch,Online-Publikation","http://gei-digital.gei.de/cms/ppnresolver/?PPN653965796","ger","1773","Grundriß der Erdbeschreibung","Stuttgart","Metzler",,"Geographieunterricht","Sekundarstufe 1",,"Johann Christian Volz",
"Realien,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN746696671","ger","1772",,"Breslau","Leipzig","[]","Realien","Sekundarstufe 1","Lehrbuch für Frauenzimmer",,
"Online-Publikation,Geschichtsunterricht,Deutschland,Schulbuch","Digitalisierung","fre","1772","Abrégé De L'Histoire Universelle","Gotha","Gottingue",,"Geschichtsunterricht",,,"Maturin Veyssière La Croze",
"Geografieunterricht,Deutschland,Schulbuch,Online-Publikation","http://gei-digital.gei.de/cms/ppnresolver/?PPN676466516","ger","1772","Kurzer Entwurf einer Staatskunde von Chursachsen","Budißin","Leipzig",,"Geographieunterricht",,,"Adam Daniel Richter",
"Realien,Grundschule,Sekundarstufe 1,Deutschland,Schulbuch,Online-Publikation","http://gei-digital.gei.de/cms/ppnresolver/?PPN67643746X","ger","1772","Kurzer Inbegrif aller Wissenschaften","Berlin","Stettin",,"Realien","Sekundarstufe 1",,,
"Online-Publikation,Geschichtsunterricht,Deutschland,Schulbuch","Digitalisierung","ger","1771","Hieronymi Freyers weil Inspectoris des königlichen Pädagogii zu Glaucha vor Halle, Nähere Einleitung zur Universalhistorie","Halle","Waisenhaus",,"Geschichtsunterricht",,,"Hieronymus Freyer",
"Online-Publikation,Realien,Grundschule,Deutschland,Schulbuch","Digitalisierung","ger","1771","Unterweisung in den vornehmsten Künsten und Wissenschaften zum Nutzen der niedern Schulen","Leipzig und Frankfurt","Hertel",,"Realien","Grundschule",,"Johann Christoph Adelung",
"Geografieunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN746572069","ger","1770","Vermehrtes Geographisches Handbüchlein für die zarte Jugend","Mühlhausen","Beck",,"Geographieunterricht","Sekundarstufe 1",,,"Gymnasium"
"Geschichtsunterricht,Grundschule,Deutschland,Schulbuch","Digitalisierung","ger","1770","Kurzer Abriß der Historie zum Gebrauch niederer Schulen für lehrbegierige Anfänger auf die leichteste Art entworfen","Nürnberg","Bieling",,"Geschichtsunterricht","Grundschule",,"Georg Friedrich Sebaldt",
"Geografieunterricht,Grundschule,Deutschland,Schulbuch,Online-Publikation","http://gei-digital.gei.de/cms/ppnresolver/?PPN67649661X","ger","1770","Erste Linien der Erdbeschreibung für Anfänger","Wernigerode","Struck",,"Geographieunterricht","Grundschule",,"Johann Werner Streithorst","Grundschule"
"Realien,Grundschule,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN65396627X","ger","1770","Lehr-Buch darin ein kurzgefaßter Unterricht aus verschiedenen philosophischen und mathematischen Wissenschaften, der Historie und Geographie gegeben wird","Berlin","Realschul-Buchhandlung",,"Realien","Grundschule",,"Gotthilf Christian Reccard",
"Geografieunterricht,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN676454844","ger","1769","Kurzverfassete Kinder Geographie","Nürnberg","Monath",,"Geographieunterricht",,,"Nicolas Lenglet DuFresnoy",
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch","Digitalisierung","ger","1767","Johann Georg Essigs kurze Einleitung zu der allgemeinen und besondern Welthistorie","Stutgart","Mezler",,"Geschichtsunterricht","Sekundarstufe 1",,"Johann Georg Essich","Gymnasium"
"Realien,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN748721819","ger","1766","Kurze Erläuterung einer in Kupfer gestochenen Vorstellung des Erdbodens","Berlin","Verl. des Buchladens der Real-Schule",,"Realien","Sekundarstufe 1",,,
"Geografieunterricht,Gymnasium,Deutschland,Schulbuch","Digitalisierung","ger","1765","Grundriß der Erdbeschreibung","Stutgart","Mezler",,"Geographieunterricht","Sekundarstufe 1",,"Johann Christian Volz",
"Geografieunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN746691815","ger","1764","Johann Hübners Kurze Fragen aus der Alten und Neuen Geographie","Leipzig","Gleditsch",,"Geographieunterricht","Sekundarstufe 1",,,"Gymnasium"
"Geschichtsunterricht,Deutschland,Schulbuch,Online-Publikation","http://gei-digital.gei.de/cms/ppnresolver/?PPN728156598","ger","1764","Hieronymi Freyers weil. Jnspectoris des königlichen Pädagogii zu Glaucha vor Halle Nähere Einleitung zur Universalhistorie","Halle","Wäysenhaus",,"Geschichtsunterricht",,,"Hieronymus Freyer",
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN788078615","ger","1763","Neu eingerichtetes A B C-Buchstabir- und Lese-Büchlein","[s.l.]",,"[]","Erstleseunterricht","Grundschule",,,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN748754881","ger","1762","Herrn Sylvester Tappen, vormahligen Licentiaten der Heil. Schrift, des Evangelischen Ministeriums Seniors, und ersten Predigers der Hauptkirche zu St. Andreas in Hildesheim, Einleitung in die Universal-Historie","Braunschweig","Hildesheim",,"Geschichtsunterricht","Sekundarstufe 1",,,"Gymnasium"
"Online-Publikation,Realien,Realschule,Berlin,Deutschland,Schulbuch","Digitalisierung","ger","1762","Kurtze Erläuterung einer in Kupfer gestochenen Vorstellung der Biblischen Geschichte","Berlin","Verlag der Buchhandlung der Real-Schule",,"Realien","Sekundarstufe 1",,"Johann Friedrich Hähn",
"Realien,Berlin,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN790482703","ger","1761","Welcher die Calligraphie, Orthographie, Epistolographie und die Rechenkunst enthält","Berlin","Buchladen der Real-Schule",,"Realien",,"Des @Berlinischen neu eingerichteten Schulbuches Andere Theil",,
"Realien,Grundschule,Sekundarstufe 1,Deutschland,Schulbuch,Online-Publikation","http://gei-digital.gei.de/cms/ppnresolver/?PPN676437702","ger","1761","Kurzer Inbegrif aller Wissenschaften","Berlin","Pauli",,"Realien","Sekundarstufe 1",,,
"Online-Publikation,Realien,Realschule,Berlin,Deutschland,Schulbuch","Digitalisierung","ger","1760","Kurze Erläuterung einer in Kupfer gestochenen Vorstellung des Erdbodens","Berlin","Verlag des Buchladens der Realschule",,"Realien","Sekundarstufe 1",,"Johann Friedrich Hähn",
"Realien,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN653978332","mul","1760","Joh. Amos Comenii Orbis Sensualium Pictus Quadrilinguis Emendatus, Hoc est: Omnium fundamentalium in mundo Rerum, & vita Actionum, Pictura & Nomenclatura, Germanica, Latina, Italica & Gallica. Cum Titulorum Indicibus atque Vocabulorum Dictionariolis Accurante Carolo Coutelle","Noribergæ","Endter",,"Realien",,,"Johannes Amos Comenius",
"Online-Publikation,Geschichtsunterricht,Deutschland,Schulbuch","Digitalisierung","ger","1759","Hieronymi Freyers weil. Inspectoris des königlichen Pädagogii zu Glaucha vor Halle Nähere Einleitung zur Universalhistorie bis auf ietzige Zeit fortgesetzet","Halle","Wäysenhaus",,"Geschichtsunterricht",,,"Hieronymus Freyer",
"Erstleseunterricht,Grundschule,Berlin,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN790479192","ger","1758","Berlinisches neu eingerichtetes ABC Buchstabir- und Lese-Büchlein","Berlin","Buchladen der Real-Schule",,"Erstleseunterricht","Grundschule","Berlinisches neu eingerichtetes Schulbuch",,"Grundschule"
"Realien,Realschule,Deutschland,Schulbuch","Digitalisierung","ger","1757","Erläuterung einer in Kupfer gestochenen Vorstellung der Römischen Kayser","Berlin","Verlag der Buchhandlung der Realschule",,"Realien","Sekundarstufe 1",,"Johann Friedrich Hähn",
"Geografieunterricht,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN746450257","ger","1755","M. Johann Georg Hagers, Rect. zu Chemnitz, Kleine Geographie vor die Anfänger","Chemnitz","Stößel",,"Geographieunterricht","Sekundarstufe 1",,,
"Geschichtsunterricht,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN687070562","ger","1755","Hieronymi Freyers weiland Jnspectoris des königlichen Pädagogii zu Glaucha vor Halle Nähere Einleitung zur Universalhistorie","Halle","Waisenhaus",,"Geschichtsunterricht",,,"Hieronymus Freyer",
